configure: size variance = 0.8, 1.2
configure: angle variance = 0, 360

tree: Birch_River_Desktop_3_Forest.bin; pos=-10591.94, 4.01, 14881.06; angle = -8; size = 0.83
tree: Birch_River_Desktop_3_Forest.bin; pos=-10761.70, 2.60, 14594.07; angle = 10; size = 1.15
tree: Birch_River_Desktop_3_Forest.bin; pos=-10213.47, 2.56, 13038.04; angle = 16; size = 1.02
tree: Birch_River_Desktop_3_Forest.bin; pos=-10219.67, 2.56, 13032.55; angle = -21; size = 0.82
tree: Birch_River_Desktop_3_Forest.bin; pos=-10226.87, 2.56, 13026.35; angle = -0; size = 0.78
tree: Birch_River_Desktop_3_Forest.bin; pos=-10233.20, 2.56, 13020.7; angle = 27; size = 1.03
tree: Birch_River_Desktop_3_Forest.bin; pos=-10619.35, 1.05, 14761.17; angle = 4; size = 0.81
tree: Birch_River_Desktop_3_Forest.bin; pos=-10237.62, 2.56, 13026.6; angle = 6; size = 1.13
tree: Birch_River_Desktop_3_Forest.bin; pos=-10232.09, 2.56, 13036.66; angle = 33; size = 0.75
tree: Birch_River_Desktop_3_Forest.bin; pos=-9619.12, 0.05, 12434.15; angle = 59; size = 0.79
tree: Birch_River_Desktop_3_Forest.bin; pos=-10155.51, 1.05, 12777.85; angle = 37; size = 0.82
tree: Birch_River_Desktop_3_Forest.bin; pos=-10247.78, 2.56, 13035.12; angle = -34; size = 1.17
tree: Birch_River_Desktop_3_Forest.bin; pos=-10252.71, 2.56, 13057.63; angle = 6; size = 0.75
tree: Birch_River_Desktop_3_Forest.bin; pos=-10249.48, 2.56, 13047.14; angle = 39; size = 1.29
tree: Birch_River_Desktop_3_Forest.bin; pos=-10237.85, 2.56, 13062.48; angle = 0; size = 1.28
tree: Birch_River_Desktop_3_Forest.bin; pos=-10224.53, 2.56, 13057.51; angle = -29; size = 0.90
tree: Birch_River_Desktop_3_Forest.bin; pos=-10218.60, 2.56, 13070.59; angle = -5; size = 1.20
tree: Birch_River_Desktop_3_Forest.bin; pos=-10209.72, 2.56, 13060.63; angle = -22; size = 0.96
tree: Birch_River_Desktop_3_Forest.bin; pos=-10183.93, 2.56, 13096.76; angle = 13; size = 1.30
tree: Birch_River_Desktop_3_Forest.bin; pos=-10183.93, 2.56, 13113.57; angle = -7; size = 1.06
tree: Birch_River_Desktop_3_Forest.bin; pos=-10198.40, 2.56, 13112.64; angle = 2; size = 1.01
tree: Birch_River_Desktop_3_Forest.bin; pos=-10208.23, 2.56, 13125.86; angle = 33; size = 0.81
tree: Birch_River_Desktop_3_Forest.bin; pos=-10207.90, 2.56, 13091.71; angle = 16; size = 1.11
tree: Birch_River_Desktop_3_Forest.bin; pos=-10591.04, 3.59, 14874.92; angle = 13; size = 0.48
tree: Birch_River_Desktop_3_Forest.bin; pos=-10215.87, 2.56, 13092.39; angle = -4; size = 0.82
tree: Birch_River_Desktop_3_Forest.bin; pos=-10229.33, 2.56, 13086.2; angle = -43; size = 1.28
tree: Birch_River_Desktop_3_Forest.bin; pos=-10242.72, 2.56, 13089.54; angle = 18; size = 0.91
tree: Birch_River_Desktop_3_Forest.bin; pos=-10229.60, 2.56, 13103.12; angle = -44; size = 1.21
tree: Birch_River_Desktop_3_Forest.bin; pos=-10236.06, 2.56, 13094.09; angle = 43; size = 1.13
tree: Birch_River_Desktop_3_Forest.bin; pos=-10566.14, 1.74, 14840.49; angle = 56; size = 1.26
tree: Birch_River_Desktop_3_Forest.bin; pos=-10227.04, 2.56, 13128.9; angle = 42; size = 1.09
tree: Birch_River_Desktop_3_Forest.bin; pos=-10247.68, 2.56, 13116.3; angle = 11; size = 1.07
tree: Birch_River_Desktop_3_Forest.bin; pos=-10250.88, 2.56, 13105.56; angle = -9; size = 0.99
tree: Birch_River_Desktop_3_Forest.bin; pos=-10554.11, 1.73, 14857.32; angle = 32; size = 0.83
tree: Birch_River_Desktop_3_Forest.bin; pos=-10238.44, 2.56, 13116.73; angle = 15; size = 1.23
tree: Birch_River_Desktop_3_Forest.bin; pos=-10271.49, 2.56, 13061.42; angle = -10; size = 0.97
tree: Birch_River_Desktop_3_Forest.bin; pos=-10264.41, 2.56, 13072.38; angle = -0; size = 0.75
tree: Birch_River_Desktop_3_Forest.bin; pos=-10257.58, 2.56, 13080.61; angle = -14; size = 0.72
tree: Birch_River_Desktop_3_Forest.bin; pos=-10251.67, 2.56, 13088.59; angle = 7; size = 0.87
tree: Birch_River_Desktop_3_Forest.bin; pos=-9613.05, 0.75, 12428.3; angle = -12; size = 0.79
tree: Birch_River_Desktop_3_Forest.bin; pos=-10155.29, 1.23, 12853.08; angle = -25; size = 0.96
tree: Birch_River_Desktop_3_Forest.bin; pos=-10255.80, 2.56, 13097.66; angle = 3; size = 0.94
tree: Birch_River_Desktop_3_Forest.bin; pos=-10809.81, 1.60, 14614.94; angle = 61; size = 1.18
tree: Birch_River_Desktop_3_Forest.bin; pos=-10300.81, 2.56, 13092.91; angle = -8; size = 0.81
tree: Birch_River_Desktop_3_Forest.bin; pos=-10273.44, 2.56, 13098.41; angle = -7; size = 1.00
tree: Birch_River_Desktop_3_Forest.bin; pos=-10279.08, 1.96, 13070.57; angle = -10; size = 1.27
tree: Birch_River_Desktop_3_Forest.bin; pos=-10293.20, 1.96, 13085.04; angle = 37; size = 1.07
tree: Birch_River_Desktop_3_Forest.bin; pos=-10292.62, 2.56, 13104.14; angle = -33; size = 0.89
tree: Birch_River_Desktop_3_Forest.bin; pos=-10287.93, 1.72, 13115.29; angle = 16; size = 0.81
tree: Birch_River_Desktop_3_Forest.bin; pos=-10290.34, 2.56, 13125.81; angle = 26; size = 1.25
tree: Birch_River_Desktop_3_Forest.bin; pos=-10742.29, 1.84, 14699.98; angle = 34; size = 1.24
tree: Birch_River_Desktop_3_Forest.bin; pos=-10276.07, 2.56, 13129.26; angle = -6; size = 0.96
tree: Birch_River_Desktop_3_Forest.bin; pos=-10265.97, 2.56, 13128.14; angle = -4; size = 0.89
tree: Birch_River_Desktop_3_Forest.bin; pos=-9600.83, 2.84, 12417.97; angle = -42; size = 1.09
tree: Birch_River_Desktop_3_Forest.bin; pos=-10254.11, 2.56, 13124.97; angle = 15; size = 0.74
tree: Birch_River_Desktop_3_Forest.bin; pos=-10310.19, 2.56, 13103.74; angle = -34; size = 1.09
tree: Birch_River_Desktop_3_Forest.bin; pos=-7462.03, -1.34, 16680.96; angle = 41; size = 1.71
tree: Birch_River_Desktop_3_Forest.bin; pos=-10162.40, 1.05, 12810.55; angle = 27; size = 1.11
tree: Birch_River_Desktop_3_Forest.bin; pos=-10320.61, 2.56, 13115.78; angle = -37; size = 1.26
tree: Birch_River_Desktop_3_Forest.bin; pos=-7332.40, -1.34, 16811.73; angle = -4; size = 2.01
tree: Birch_River_Desktop_3_Forest.bin; pos=-10304.19, 2.56, 13134.47; angle = -18; size = 1.02
tree: Birch_River_Desktop_3_Forest.bin; pos=-10335.04, 2.56, 13131.97; angle = -9; size = 0.84
tree: Birch_River_Desktop_3_Forest.bin; pos=-7354.10, -1.34, 16790.15; angle = -1; size = 2.20
tree: Birch_River_Desktop_3_Forest.bin; pos=-10318.74, 2.56, 13150.78; angle = 4; size = 1.21
tree: Birch_River_Desktop_3_Forest.bin; pos=-9593.96, 2.98, 12411.29; angle = 43; size = 1.23
tree: Birch_River_Desktop_3_Forest.bin; pos=-7376.11, -1.34, 16767.84; angle = -22; size = 2.11
tree: Birch_River_Desktop_3_Forest.bin; pos=-10305.72, 2.56, 13170.21; angle = 2; size = 1.15
tree: Birch_River_Desktop_3_Forest.bin; pos=-10148.97, 1.05, 12800.8; angle = 2; size = 1.05
tree: Birch_River_Desktop_3_Forest.bin; pos=-7398.57, -1.34, 16745.24; angle = -30; size = 1.65
tree: Birch_River_Desktop_3_Forest.bin; pos=-9772.62, 1.74, 12628.39; angle = -2; size = 0.88
tree: Birch_River_Desktop_3_Forest.bin; pos=-9757.41, 1.34, 12638.86; angle = -42; size = 1.02
tree: Birch_River_Desktop_3_Forest.bin; pos=-7419.21, -1.34, 16725.34; angle = 15; size = 2.42
tree: Birch_River_Desktop_3_Forest.bin; pos=-9746.32, 2.84, 12647.56; angle = 22; size = 1.13
tree: Birch_River_Desktop_3_Forest.bin; pos=-7440.53, -1.34, 16704.26; angle = -4; size = 1.63
tree: Birch_River_Desktop_3_Forest.bin; pos=-9734.15, 2.84, 12656.31; angle = -9; size = 1.17
tree: Birch_River_Desktop_3_Forest.bin; pos=-9722.75, 1.75, 12664.23; angle = -28; size = 1.27
tree: Birch_River_Desktop_3_Forest.bin; pos=-7493.05, -1.34, 16650.12; angle = 33; size = 2.03
tree: Birch_River_Desktop_3_Forest.bin; pos=-9712.67, 1.34, 12672.91; angle = 7; size = 1.01
tree: Birch_River_Desktop_3_Forest.bin; pos=-9701.71, 1.91, 12680.12; angle = -32; size = 0.83
tree: Birch_River_Desktop_3_Forest.bin; pos=-9073.18, -7.05, 12193.86; angle = 34; size = 0.82
tree: Birch_River_Desktop_3_Forest.bin; pos=-7515.00, -1.34, 16627.21; angle = 2; size = 2.22
tree: Birch_River_Desktop_3_Forest.bin; pos=-9032.40, 1.19, 12269.91; angle = 19; size = 1.27
tree: Birch_River_Desktop_3_Forest.bin; pos=-9098.16, 1.41, 12152.59; angle = -6; size = 0.85
tree: Birch_River_Desktop_3_Forest.bin; pos=-7539.90, -1.34, 16601.57; angle = -16; size = 2.71
tree: Birch_River_Desktop_3_Forest.bin; pos=-10118.60, 2.91, 13019.38; angle = 3; size = 1.14
tree: Birch_River_Desktop_3_Forest.bin; pos=-7560.55, -1.34, 16581.75; angle = 21; size = 2.36
tree: Birch_River_Desktop_3_Forest.bin; pos=-10140.78, 3.02, 12999.74; angle = -12; size = 0.90
tree: Birch_River_Desktop_3_Forest.bin; pos=-7581.73, -1.34, 16559.31; angle = -23; size = 2.41
tree: Birch_River_Desktop_3_Forest.bin; pos=-9048.20, 1.96, 12149.64; angle = -33; size = 1.06
