configure: size variance = 0.8, 1.2
configure: angle variance = 0, 360

tree: brands_hi2.bin; pos=-4729.80, 0.69, 10273.11; angle = -22; size = 0.76
tree: brands_hi1.bin; pos=-4667.70, -0.00, 10230.57; angle = 28; size = 0.83
tree: brands_hi2.bin; pos=-4681.25, 0.69, 10234.49; angle = 44; size = 0.89
tree: brands_hi1.bin; pos=-4706.34, -0.00, 10262.06; angle = -57; size = 0.59
tree: brands_hi2.bin; pos=-4685.79, -0.00, 10247.6; angle = 18; size = 0.67
tree: brands_hi2.bin; pos=-4704.65, -0.00, 10252.8; angle = -91; size = 0.70
tree: brands_hi2.bin; pos=-4678.12, -0.00, 10243.78; angle = 17; size = 0.45
tree: brands_hi2.bin; pos=-4723.97, -0.00, 10256.15; angle = -31; size = 0.69
tree: brands_hi2.bin; pos=-4659.76, -0.00, 10233.57; angle = 0; size = 0.76
tree: brands_hi2.bin; pos=-4738.11, -0.00, 10264.21; angle = -13; size = 0.71
tree: brands_hi1.bin; pos=-4756.74, -0.00, 10271.54; angle = -35; size = 0.81
tree: brands_hi2.bin; pos=-4695.03, 0.69, 10252.05; angle = 36; size = 0.77
tree: brands_hi2.bin; pos=-4738.55, 0.69, 10275.35; angle = 6; size = 0.60
tree: brands_hi2.bin; pos=-4640.96, -0.00, 10226.15; angle = -115; size = 0.76
tree: brands_hi2.bin; pos=-4630.64, -0.00, 10220.41; angle = 48; size = 0.54
tree: brands_hi2.bin; pos=-4785.70, -0.00, 10286.99; angle = -117; size = 0.72
tree: brands_hi2.bin; pos=-4794.28, -0.00, 10290.39; angle = 115; size = 0.67
tree: brands_hi2.bin; pos=-4630.53, 0.69, 10211.41; angle = 5; size = 0.75
tree: brands_hi2.bin; pos=-4613.11, 0.69, 10203.64; angle = 30; size = 0.64
tree: brands_hi2.bin; pos=-4612.97, 0.69, 10197.2; angle = -57; size = 0.50
tree: brands_hi2.bin; pos=-4599.47, 0.69, 10190.35; angle = -29; size = 0.58
tree: brands_hi2.bin; pos=-4768.13, -0.00, 10276.35; angle = -1; size = 0.45
tree: brands_hi1.bin; pos=-4746.10, 0.69, 10279.83; angle = -38; size = 0.52
tree: brands_hi2.bin; pos=-4657.53, 0.69, 10221.48; angle = 0; size = 0.90
tree: brands_hi2.bin; pos=-4769.61, 0.69, 10282.13; angle = 8; size = 0.56
tree: brands_hi2.bin; pos=-4647.10, -0.00, 10219.84; angle = 37; size = 0.77
tree: brands_hi2.bin; pos=-4636.76, -0.00, 10220.3; angle = -19; size = 0.60
tree: brands_hi2.bin; pos=-4778.35, 0.69, 10283.95; angle = -36; size = 0.64
tree: brands_hi1.bin; pos=-4623.04, 0.69, 10203.57; angle = 43; size = 0.59
tree: brands_hi2.bin; pos=-4605.62, 0.69, 10195.66; angle = -68; size = 0.74
tree: brands_hi2.bin; pos=-4592.10, -0.00, 10190.26; angle = -17; size = 0.57
tree: brands_hi2.bin; pos=-4586.38, 0.69, 10186.36; angle = -112; size = 0.65
tree: brands_hi2.bin; pos=-4582.17, -0.00, 10192.67; angle = 109; size = 0.55
tree: brands_hi2.bin; pos=-4576.03, 0.69, 10192.66; angle = -13; size = 0.41
tree: Birch_River_Desktop_7_Forest.bin; pos=496.63, 3.32, -922.31; angle = -22; size = 0.83
tree: Birch_River_Desktop_3_Forest.bin; pos=494.42, 3.32, -900.39; angle = 28; size = 1.15
tree: Birch_River_Desktop_3_Forest.bin; pos=495.02, 3.32, -906.09; angle = 44; size = 1.02
tree: Birch_River_Desktop_3_Forest.bin; pos=492.21, 3.32, -873.96; angle = -57; size = 0.82
tree: Birch_River_Desktop_7_Forest.bin; pos=488.15, 3.32, -830.77; angle = 72; size = 1.03
tree: Birch_River_Desktop_7_Forest.bin; pos=502.47, 3.32, -987.3; angle = 18; size = 1.13
tree: Birch_River_Desktop_7_Forest.bin; pos=501.34, 3.32, -975.56; angle = 90; size = 0.75
tree: Birch_River_Desktop_7_Forest.bin; pos=499.77, 3.32, -957.56; angle = 74; size = 0.79
tree: Birch_River_Desktop_3_Forest.bin; pos=637.60, 5.67, -772.11; angle = 100; size = 0.82
tree: Birch_River_Desktop_7_Forest.bin; pos=647.61, 5.87, -750.35; angle = -91; size = 1.17
tree: Birch_River_Desktop_7_Forest.bin; pos=657.99, 5.81, -727.28; angle = 17; size = 0.75
tree: Birch_River_Desktop_3_Forest.bin; pos=436.50, 2.81, -3282.59; angle = -79; size = 0.90
tree: Birch_River_Desktop_3_Forest.bin; pos=424.61, 2.81, -3271.44; angle = -13; size = 1.20
tree: Birch_River_Desktop_7_Forest.bin; pos=429.85, 2.49, -3275.85; angle = -59; size = 0.96
tree: Birch_River_Desktop_3_Forest.bin; pos=442.65, 2.52, -3285.18; angle = 36; size = 1.30
tree: Birch_River_Desktop_7_Forest.bin; pos=414.73, 2.63, -3263.06; angle = -20; size = 1.06
tree: Birch_River_Desktop_3_Forest.bin; pos=402.83, 2.79, -3251.99; angle = 90; size = 0.81
tree: Birch_River_Desktop_7_Forest.bin; pos=408.13, 2.49, -3256.39; angle = 35; size = 0.78
tree: Birch_River_Desktop_3_Forest.bin; pos=420.88, 2.71, -3267.69; angle = -11; size = 0.82
tree: Birch_River_Desktop_7_Forest.bin; pos=391.52, 2.68, -3242.31; angle = 48; size = 0.91
tree: Birch_River_Desktop_7_Forest.bin; pos=384.86, 2.49, -3235.64; angle = 5; size = 1.26
tree: Birch_River_Desktop_7_Forest.bin; pos=397.67, 2.57, -3246.94; angle = 30; size = 1.07
tree: Birch_River_Desktop_3_Forest.bin; pos=365.44, 2.68, -3219.23; angle = -57; size = 0.83
tree: Birch_River_Desktop_7_Forest.bin; pos=353.54, 2.68, -3208.16; angle = -29; size = 0.97
tree: Birch_River_Desktop_3_Forest.bin; pos=358.79, 2.49, -3212.57; angle = -1; size = 0.75
tree: Birch_River_Desktop_7_Forest.bin; pos=372.84, 2.83, -3225.17; angle = -116; size = 0.79
tree: Birch_River_Desktop_7_Forest.bin; pos=460.16, 2.71, -3303.41; angle = -22; size = 0.81
tree: Birch_River_Desktop_7_Forest.bin; pos=531.45, 2.91, -3148.77; angle = -12; size = 0.89
tree: Birch_River_Desktop_7_Forest.bin; pos=618.29, 3.00, -3119.68; angle = 41; size = 0.74
tree: Birch_River_Desktop_3_Forest.bin; pos=616.17, 2.68, -3129.85; angle = -93; size = 1.09
tree: Birch_River_Desktop_3_Forest.bin; pos=605.28, 2.38, -3148.27; angle = 109; size = 0.92
tree: Birch_River_Desktop_7_Forest.bin; pos=534.92, 3.02, -3005.03; angle = -101; size = 1.26
tree: Birch_River_Desktop_7_Forest.bin; pos=545.61, 2.93, -3018.98; angle = 10; size = 1.21
tree: Birch_River_Desktop_7_Forest.bin; pos=592.12, 3.02, -3037.82; angle = 7; size = 1.15
tree: Birch_River_Desktop_7_Forest.bin; pos=600.14, 3.00, -3061.44; angle = -82; size = 0.88
tree: Birch_River_Desktop_3_Forest.bin; pos=416.29, 2.24, -2460.9; angle = 40; size = 1.30
tree: Birch_River_Desktop_7_Forest.bin; pos=412.81, 2.21, -2468.79; angle = -12; size = 0.87
tree: Birch_River_Desktop_7_Forest.bin; pos=422.82, 2.24, -2446.02; angle = -75; size = 1.27
tree: Birch_River_Desktop_3_Forest.bin; pos=421.04, 2.22, -2450.03; angle = 90; size = 1.09
tree: Birch_River_Desktop_7_Forest.bin; pos=387.68, 2.21, -2440.44; angle = -86; size = 0.83
tree: Birch_River_Desktop_7_Forest.bin; pos=382.83, 2.22, -2447.84; angle = 5; size = 1.19
tree: Birch_River_Desktop_7_Forest.bin; pos=396.54, 2.21, -2426.84; angle = -9; size = 1.23
tree: Birch_River_Desktop_3_Forest.bin; pos=394.10, 2.24, -2430.56; angle = -17; size = 0.85
tree: Birch_River_Desktop_7_Forest.bin; pos=391.70, 2.22, -2434.24; angle = -43; size = 1.04
tree: Birch_River_Desktop_7_Forest.bin; pos=457.07, 2.72, -2492.11; angle = 56; size = 0.90
tree: Birch_River_Desktop_7_Forest.bin; pos=463.39, 2.72, -2477.37; angle = -33; size = 0.90
tree: Birch_River_Desktop_7_Forest.bin; pos=803.53, -0.15, -4313.04; angle = -1; size = 0.73
tree: Birch_River_Desktop_3_Forest.bin; pos=849.26, 0.06, -4281.98; angle = 30; size = 1.29
tree: Birch_River_Desktop_7_Forest.bin; pos=862.66, 0.33, -4273.19; angle = 94; size = 1.17
tree: Birch_River_Desktop_7_Forest.bin; pos=877.11, 0.18, -4263.44; angle = -21; size = 1.14
tree: Birch_River_Desktop_7_Forest.bin; pos=794.23, 0.41, -4333.5; angle = -26; size = 1.30
tree: Birch_River_Desktop_7_Forest.bin; pos=808.30, -0.08, -4324.06; angle = 76; size = 1.15
tree: Birch_River_Desktop_7_Forest.bin; pos=821.81, 0.38, -4315.18; angle = 102; size = 0.94
tree: Birch_River_Desktop_7_Forest.bin; pos=841.62, 0.15, -4301.54; angle = -113; size = 0.74
tree: Birch_River_Desktop_7_Forest.bin; pos=855.79, 0.22, -4292.01; angle = -22; size = 1.14
tree: Birch_River_Desktop_7_Forest.bin; pos=869.20, 0.37, -4283.22; angle = 16; size = 1.14
tree: Birch_River_Desktop_3_Forest.bin; pos=884.26, 0.26, -4272.81; angle = -111; size = 0.89
tree: Birch_River_Desktop_7_Forest.bin; pos=911.83, 0.35, -4254.49; angle = 43; size = 1.09
tree: Birch_River_Desktop_3_Forest.bin; pos=858.85, 0.03, -4358.53; angle = -74; size = 0.97
tree: Birch_River_Desktop_3_Forest.bin; pos=891.95, 0.33, -4358.2; angle = 107; size = 0.98
tree: Birch_River_Desktop_7_Forest.bin; pos=909.39, 0.18, -4357.9; angle = -82; size = 0.90
tree: Birch_River_Desktop_7_Forest.bin; pos=926.48, 0.18, -4357.62; angle = 72; size = 1.16
tree: Birch_River_Desktop_7_Forest.bin; pos=942.50, 0.32, -4357.57; angle = 55; size = 1.15
tree: Birch_River_Desktop_7_Forest.bin; pos=834.82, 0.38, -4371.15; angle = 105; size = 1.15
tree: Birch_River_Desktop_7_Forest.bin; pos=875.94, 0.22, -4370.24; angle = -89; size = 0.87
tree: Birch_River_Desktop_7_Forest.bin; pos=891.97, 0.37, -4370.18; angle = -118; size = 1.19
tree: Birch_River_Desktop_7_Forest.bin; pos=910.27, 0.26, -4369.65; angle = 97; size = 0.71
tree: Birch_River_Desktop_7_Forest.bin; pos=927.36, 0.03, -4369.37; angle = -89; size = 1.22
tree: Birch_River_Desktop_7_Forest.bin; pos=838.84, 0.09, -4420.4; angle = -57; size = 0.88
tree: Birch_River_Desktop_3_Forest.bin; pos=450.02, 2.72, -2544.0; angle = -110; size = 0.95
tree: Birch_River_Desktop_3_Forest.bin; pos=450.26, 2.72, -2526.12; angle = -62; size = 1.02
tree: Birch_River_Desktop_7_Forest.bin; pos=452.63, 2.72, -2507.75; angle = 86; size = 1.23
tree: Birch_River_Desktop_7_Forest.bin; pos=522.49, 2.21, -2265.82; angle = -105; size = 1.11
tree: Birch_River_Desktop_7_Forest.bin; pos=522.62, 2.24, -2270.27; angle = -107; size = 1.09
tree: Birch_River_Desktop_7_Forest.bin; pos=522.88, 2.21, -2278.89; angle = -116; size = 1.03
tree: Birch_River_Desktop_3_Forest.bin; pos=542.72, 2.24, -2269.51; angle = 98; size = 0.92
tree: Birch_River_Desktop_3_Forest.bin; pos=543.22, 2.22, -2273.87; angle = 101; size = 0.92
tree: Birch_River_Desktop_7_Forest.bin; pos=543.71, 2.21, -2278.07; angle = -109; size = 1.16
tree: Birch_River_Desktop_7_Forest.bin; pos=478.83, 2.21, -2276.67; angle = -24; size = 0.95
tree: Birch_River_Desktop_3_Forest.bin; pos=483.06, 2.24, -2278.08; angle = -63; size = 1.28
tree: Birch_River_Desktop_3_Forest.bin; pos=487.22, 2.22, -2279.48; angle = -113; size = 1.05
tree: Birch_River_Desktop_3_Forest.bin; pos=491.23, 2.21, -2280.82; angle = -21; size = 0.95
tree: Birch_River_Desktop_7_Forest.bin; pos=457.36, 2.21, -2269.49; angle = 31; size = 0.85
tree: Birch_River_Desktop_3_Forest.bin; pos=461.59, 2.24, -2270.9; angle = -16; size = 0.89
tree: Birch_River_Desktop_7_Forest.bin; pos=469.76, 2.21, -2273.63; angle = -65; size = 0.98
tree: Birch_River_Desktop_3_Forest.bin; pos=435.86, 2.21, -2262.29; angle = 111; size = 0.79
tree: Birch_River_Desktop_7_Forest.bin; pos=440.09, 2.24, -2263.71; angle = 98; size = 0.71
tree: Birch_River_Desktop_7_Forest.bin; pos=444.26, 2.22, -2265.1; angle = 111; size = 0.70
tree: Birch_River_Desktop_3_Forest.bin; pos=448.27, 2.21, -2266.44; angle = 4; size = 0.88
tree: Birch_River_Desktop_7_Forest.bin; pos=493.17, 2.21, -2306.93; angle = -29; size = 0.82
tree: Birch_River_Desktop_7_Forest.bin; pos=497.40, 2.24, -2308.35; angle = -59; size = 1.01
tree: Birch_River_Desktop_3_Forest.bin; pos=505.58, 2.21, -2311.08; angle = -114; size = 1.22
tree: Birch_River_Desktop_7_Forest.bin; pos=475.40, 2.24, -2300.98; angle = -76; size = 0.98
tree: Birch_River_Desktop_7_Forest.bin; pos=483.57, 2.21, -2303.72; angle = 77; size = 1.22
tree: Birch_River_Desktop_3_Forest.bin; pos=449.70, 2.21, -2292.38; angle = 103; size = 0.96
tree: Birch_River_Desktop_7_Forest.bin; pos=453.93, 2.24, -2293.8; angle = -66; size = 1.00
tree: Birch_River_Desktop_3_Forest.bin; pos=428.20, 2.21, -2285.19; angle = -33; size = 1.06
tree: Birch_River_Desktop_7_Forest.bin; pos=406.98, 2.21, -2252.18; angle = -41; size = 1.23
tree: Birch_River_Desktop_3_Forest.bin; pos=411.21, 2.24, -2253.6; angle = 25; size = 0.74
tree: Birch_River_Desktop_7_Forest.bin; pos=399.32, 2.21, -2275.08; angle = 51; size = 1.14
tree: Birch_River_Desktop_7_Forest.bin; pos=411.72, 2.21, -2279.23; angle = -114; size = 0.87
tree: Birch_River_Desktop_7_Forest.bin; pos=385.48, 2.22, -2244.88; angle = 42; size = 1.05
tree: Birch_River_Desktop_7_Forest.bin; pos=389.49, 2.21, -2246.23; angle = 5; size = 0.87
